purchase_date,item_name,item_price,customer_name,customer_name_kana,region,email,reg_date
2019-05-13T03:40:43Z,商品O,1500,福島友也,ふくしま ともや,B市,fukushima_tomoya@example.com,2017-07-01
2019-02-12T11:30:34Z,商品F,600,林勇,はやし ゆう,C市,hayashi_yuu@example.com,2018-07-28
2019-06-26T00:06:06Z,商品K,1100,大山咲,おおやま さき,C市,ooyama_saki@example.com,2018-02-23
2019-04-15T16:44:59Z,商品B,200,高田さんま,たかだ さんま,D市,takada_sanma@example.com,2017-06-16
2019-06-12T00:29:35Z,商品W,2300,河内さとみ,かわうち さとみ,E市,kawauchi_satomi@example.com,2017-01-19
2019-04-03T08:34:08Z,商品Q,1700,戸塚美幸,とづか みゆき,H市,toduka_miyuki@example.com,2017-01-30
2019-03-19T20:09:27Z,商品Q,1700,那須蒼甫,なす そうすけ,A市,nasu_sousuke@example.com,2017-04-22
2019-02-13T05:41:15Z,商品N,1400,大城ケンイチ,おおしろ けんいち,B市,ooshiro_kenichi@example.com,2017-06-13
2019-05-03T01:15:07Z,商品S,1900,大滝麗奈,おおたき れな,C市,ootaki_rena@example.com,2017-05-30
2019-03-02T01:53:22Z,商品M,1300,榊原しぼり,さかきばら しぼり,D市,sakakibara_shibori@example.com,2017-03-13
2019-05-30T06:31:46Z,商品I,900,田上美佐子,たうえ みさこ,A市,taue_misako@example.com,2017-03-29
2019-04-11T04:18:24Z,商品T,2000,平賀一哉,ひらが かずや,B市,hiraga_kazuya@example.com,2017-05-23
2019-07-19T02:16:41Z,商品I,900,麻生莉緒,あそう りお,D市,asou_rio@example.com,2018-07-22
2019-04-04T21:11:29Z,商品H,800,米沢仁晶,よねざわ ひろあき,F市,yonezawa_hiroaki@example.com,2018-07-09
2019-04-03T00:16:15Z,商品Y,2500,石田花,いしだ はな,C市,ishida_hana@example.com,2017-05-17
2019-06-06T23:11:42Z,商品R,1800,唐沢涼,からさわ りょう,H市,karasawa_ryou@example.com,2018-02-27
2019-02-12T22:35:52Z,商品C,300,戸塚美幸,とづか みゆき,H市,toduka_miyuki@example.com,2017-01-30
2019-05-07T07:37:17Z,商品V,2200,久保田倫子,くぼた のりこ,A市,kubota_noriko1@example.com,2017-06-02
2019-07-10T04:24:46Z,商品T,2000,手塚雅之,てづか まさゆき,E市,teduka_masayuki@example.com,2017-07-05
2019-06-14T09:08:17Z,商品A,100,深井菜々美,ふかい ななみ,C市,fukai_nanami@example.com,2017-01-26
2019-07-17T01:07:27Z,商品T,2000,若杉徹,わかすぎ とおる,G市,wakasugi_tohru@example.com,2017-03-24
2019-05-21T05:04:20Z,商品Q,1700,芦田博之,あしだ ひろゆき,E市,ashida_hiroyuki@example.com,2018-07-13
2019-01-04T12:20:13Z,商品P,1600,五十嵐春樹,いがらし はるき,F市,igarashi_haruki@example.com,2017-01-06
2019-03-30T21:07:00Z,商品W,2300,神原美嘉,かんばら みか,D市,kannbara_mika@example.com,2017-03-23
2019-02-01T04:53:59Z,商品I,900,沖遥,おき はるか,B市,oki_haruka@example.com,2018-07-21
2019-02-06T12:59:49Z,商品T,2000,浅見広司,あさみ こうじ,D市,asami_kouji@example.com,2018-06-03
2019-07-24T14:59:05Z,商品G,700,岩佐孝太郎,いわさ こうたろう,D市,iwasa_koutarou@example.com,2018-01-29
2019-06-22T06:48:06Z,商品N,1400,井村俊二,いむら しゅんじ,D市,imura_shunji@example.com,2017-04-14
2019-04-19T13:27:07Z,商品U,2100,尾上勝久,おがみ かつひさ,D市,ogami_katsuhisa@example.com,2017-07-20
2019-06-29T15:46:48Z,商品S,1900,松谷愛子,まつたに あいこ,D市,matsutani_aiko@example.com,2018-07-30
2019-05-26T08:36:40Z,商品U,2100,浅田賢二,あさだ けんじ,C市,asada_kenji@example.com,2018-04-07
2019-07-03T14:50:56Z,商品M,1300,島袋友以乃,しまぶくろ ゆいの,C市,shimabukuro_yuino@example.com,2018-04-14
2019-07-17T20:28:05Z,商品A,100,林勇,はやし ゆう,C市,hayashi_yuu@example.com,2018-07-28
2019-02-20T06:30:13Z,商品P,1600,小町瞬,こまち しゅん,D市,komachi_shun@example.com,2018-07-22
2019-06-18T09:27:08Z,商品U,2100,尾上勝久,おがみ かつひさ,D市,ogami_katsuhisa@example.com,2017-07-20
2019-01-27T18:28:21Z,商品X,2400,平賀一哉,ひらが かずや,B市,hiraga_kazuya@example.com,2017-05-23
2019-03-17T13:26:52Z,商品I,900,西島知世,にしじま ちせ,A市,nishijima_chise@example.com,2018-03-11
2019-03-01T16:57:55Z,商品U,2100,高田さんま,たかだ さんま,D市,takada_sanma@example.com,2017-06-16
2019-01-02T03:24:14Z,商品X,2400,赤木だん吉,あかぎ だんきち,F市,akagi_dankichi@example.com,2018-07-16
2019-07-24T22:05:37Z,商品L,1200,神原美嘉,かんばら みか,D市,kannbara_mika@example.com,2017-03-23
2019-03-14T13:47:02Z,商品F,600,志村サダヲ,しむら さだお,E市,shimura_sadawo@example.com,2017-02-07
2019-05-23T00:15:11Z,商品G,700,若杉徹,わかすぎ とおる,G市,wakasugi_tohru@example.com,2017-03-24
2019-07-29T18:23:52Z,商品D,400,若杉徹,わかすぎ とおる,G市,wakasugi_tohru@example.com,2017-03-24
2019-05-22T16:50:27Z,商品X,2400,山口法子,やまぐち のりこ,B市,yamaguchi_noriko@example.com,2018-06-16
2019-06-29T17:42:57Z,商品U,2100,有馬徹平,ありま てっぺい,H市,arima_teppei@example.com,2018-06-13
2019-04-20T05:22:24Z,商品N,1400,松田浩正,まつだ ひろまさ,E市,matsuda_hiromasa@example.com,2018-01-11
2019-04-30T17:31:11Z,商品C,300,亀井一徳,かめい いっとく,A市,kamei_ittoku@example.com,2017-03-04
2019-07-06T21:50:29Z,商品W,2300,矢部夏空,やべ そら,F市,yabe_sora@example.com,2017-03-25
2019-02-23T01:39:01Z,商品S,1900,根岸仁晶,ねぎし ひろあき,D市,negishi_hiroaki@example.com,2017-04-04
2019-07-13T03:39:13Z,商品U,2100,久保田倫子,くぼた のりこ,A市,kubota_noriko1@example.com,2017-06-02
2019-07-17T20:15:47Z,商品K,1100,河内さとみ,かわうち さとみ,E市,kawauchi_satomi@example.com,2017-01-19
2019-06-23T09:42:41Z,商品G,700,岩佐孝太郎,いわさ こうたろう,D市,iwasa_koutarou@example.com,2018-01-29
2019-06-14T04:40:19Z,商品Q,1700,岩城徹平,いわき てっぺい,C市,iwaki_teppei@example.com,2018-01-26
2019-01-05T04:10:04Z,商品I,900,小松隼士,こまつ しゅんじ,C市,komatsu_shunji@example.com,2017-01-08
2019-04-14T20:59:19Z,商品L,1200,白井俊二,しらい しゅんじ,H市,shirai_shunji@example.com,2018-05-24
2019-01-12T15:57:54Z,商品T,2000,杉下悟志,すぎした さとし,E市,sugishita_satoshi@example.com,2018-02-17
2019-04-09T18:24:56Z,商品P,1600,芦田博之,あしだ ひろゆき,E市,ashida_hiroyuki@example.com,2018-07-13
2019-07-05T01:18:57Z,商品T,2000,石川まさみ,いしかわ まさみ,G市,ishikawa_masami@example.com,2018-02-12
2019-07-25T17:14:20Z,商品V,2200,小松季衣,こまつ としえ,E市,komatsu_toshie@example.com,2018-06-20
2019-05-20T03:55:41Z,商品E,500,志村サダヲ,しむら さだお,E市,shimura_sadawo@example.com,2017-02-07
2019-03-29T09:42:53Z,商品P,1600,香椎優一,かしい ゆういち,H市,kashii_yuuichi@example.com,2017-06-12
2019-06-19T11:12:16Z,商品G,700,島袋友以乃,しまぶくろ ゆいの,C市,shimabukuro_yuino@example.com,2018-04-14
2019-03-07T08:13:47Z,商品L,1200,那須蒼甫,なす そうすけ,A市,nasu_sousuke@example.com,2017-04-22
2019-03-04T16:39:00Z,商品P,1600,矢部夏空,やべ そら,F市,yabe_sora@example.com,2017-03-25
2019-03-05T08:05:28Z,商品M,1300,島袋友以乃,しまぶくろ ゆいの,C市,shimabukuro_yuino@example.com,2018-04-14
2019-04-20T01:54:13Z,商品D,400,新谷智花,あらや ともか,F市,araya_tomoka@example.com,2017-02-14
2019-02-13T14:06:08Z,商品O,1500,小松季衣,こまつ としえ,E市,komatsu_toshie@example.com,2018-06-20
2019-06-02T20:40:21Z,商品N,1400,大城ケンイチ,おおしろ けんいち,B市,ooshiro_kenichi@example.com,2017-06-13
2019-04-15T02:16:26Z,商品X,2400,谷本愛梨,たにもと あいり,C市,tanimoto_airi@example.com,2018-06-25
2019-01-16T01:34:36Z,商品W,2300,山口法子,やまぐち のりこ,B市,yamaguchi_noriko@example.com,2018-06-16
2019-07-10T16:09:11Z,商品J,1000,日野夏希,ひの なつき,A市,hino_natsuki@example.com,2017-05-23
2019-05-02T23:06:28Z,商品X,2400,福本美幸,ふくもと みゆき,F市,fukumoto_miyuki@example.com,2017-01-08
2019-03-05T23:05:44Z,商品R,1800,高田さんま,たかだ さんま,D市,takada_sanma@example.com,2017-06-16
2019-06-25T09:06:40Z,商品A,100,小川美菜,おがわ みな,G市,ogawa_mina@example.com,2017-05-05
2019-01-29T11:36:20Z,商品W,2300,丸山光臣,まるやま みつおみ,G市,maruyama_mitsuomi@example.com,2017-01-30
2019-02-13T00:04:48Z,商品C,300,神原美嘉,かんばら みか,D市,kannbara_mika@example.com,2017-03-23
2019-03-17T18:25:41Z,商品O,1500,唐沢景子,からさわ けいこ,D市,karasawa_keiko@example.com,2018-05-02
2019-01-07T04:14:31Z,商品V,2200,黒谷長利,くろたに ながとし,A市,kurotani_nagatoshi@example.com,2017-04-27
2019-03-12T21:30:02Z,商品U,2100,黒谷長利,くろたに ながとし,A市,kurotani_nagatoshi@example.com,2017-04-27
2019-06-03T05:10:09Z,商品F,600,岩佐孝太郎,いわさ こうたろう,D市,iwasa_koutarou@example.com,2018-01-29
2019-04-15T19:36:25Z,商品K,1100,奥光洋,おく みつひろ,A市,oku_mitsuhiro@example.com,2018-01-08
2019-05-12T09:03:34Z,商品W,2300,松村聡,まつむら さとし,G市,matsumura_satoshi@example.com,2018-07-19
2019-03-02T15:38:42Z,商品E,500,松沢育二,まつざわ いくじ,F市,matsuzawa_ikuji@example.com,2017-07-15
2019-06-19T05:44:36Z,商品S,1900,香椎優一,かしい ゆういち,H市,kashii_yuuichi@example.com,2017-06-12
2019-02-21T14:46:31Z,商品N,1400,松川綾女,まつかわ あやめ,E市,matsukawa_ayame@example.com,2018-07-23
2019-02-24T11:50:43Z,商品C,300,尾形小雁,おがた こがん,B市,ogata_kogan@example.com,2017-03-15
2019-04-02T05:54:59Z,商品I,900,志村サダヲ,しむら さだお,E市,shimura_sadawo@example.com,2017-02-07
2019-06-07T12:49:16Z,商品W,2300,香椎優一,かしい ゆういち,H市,kashii_yuuichi@example.com,2017-06-12
2019-04-18T06:11:14Z,商品D,400,高沢美咲,たかさわ みさき,E市,takasawa_misaki@example.com,2018-01-24
2019-01-15T05:27:44Z,商品E,500,城戸芳正,きど よしまさ,G市,kido_yoshimasa@example.com,2017-06-08
2019-07-21T06:22:43Z,商品V,2200,福本美幸,ふくもと みゆき,F市,fukumoto_miyuki@example.com,2017-01-08
2019-02-13T01:32:21Z,商品Y,2500,深沢ひろ子,ふかざわ ひろこ,C市,fukazawa_hiroko@example.com,2018-03-17
2019-02-02T22:40:05Z,商品V,2200,田上美佐子,たうえ みさこ,A市,taue_misako@example.com,2017-03-29
2019-03-24T01:13:14Z,商品X,2400,明石家明,あかしや あきら,B市,akashiya_akira@example.com,2018-02-13
2019-03-03T06:14:35Z,商品F,600,戸塚美幸,とづか みゆき,H市,toduka_miyuki@example.com,2017-01-30
2019-03-30T07:38:37Z,商品F,600,中仁晶,なか ひろあき,G市,naka_hiroaki@example.com,2018-01-29
2019-03-03T02:06:44Z,商品B,200,熊倉綾,くまくら あや,H市,kumakura_aya@example.com,2017-07-13
2019-07-19T11:50:31Z,商品C,300,深井照生,ふかい てるお,A市,fukai_teruo@example.com,2018-02-21
2019-07-17T02:53:15Z,商品K,1100,新村美月,にいむら みづき,D市,niimura_miduki@example.com,2018-06-17
2019-02-25T12:01:40Z,商品M,1300,川島友以乃,かわしま ゆいの,G市,kawashima_yuino@example.com,2017-06-09
2019-04-13T13:05:25Z,商品Y,2500,杉下悟志,すぎした さとし,E市,sugishita_satoshi@example.com,2018-02-17
2019-06-13T14:23:15Z,商品Q,1700,藤広之,ふじ ひろゆき,G市,fuji_hiroyuki@example.com,2017-02-20
2019-06-17T19:05:47Z,商品I,900,奥光洋,おく みつひろ,A市,oku_mitsuhiro@example.com,2018-01-08
2019-02-10T03:09:52Z,商品G,700,鳥居広司,とりい こうじ,B市,torii_kouji@example.com,2018-03-08
2019-07-15T04:42:23Z,商品T,2000,秋葉あき,あきば あき,H市,akiba_aki@example.com,2018-07-10
2019-01-15T06:22:22Z,商品D,400,磯野希,いその のぞみ,B市,isono_nozomi@example.com,2017-07-24
2019-06-25T06:16:37Z,商品D,400,吉村愛梨,よしむら あいり,C市,yoshimura_airi@example.com,2017-03-23
2019-04-23T11:08:59Z,商品Y,2500,熊倉明日,くまくら めいび,G市,kumakura_meibi@example.com,2018-05-07
2019-02-20T23:12:56Z,商品E,500,栗田憲一,くりた けんいち,E市,kurita_kenichi@example.com,2018-01-27
2019-05-03T19:35:38Z,商品N,1400,島英嗣,しま ひでつぐ,D市,shima_hidetsugu@example.com,2018-02-02
2019-05-04T18:47:51Z,商品F,600,堀サンタマリア,ほり さんたまりあ,G市,hori_stmaria@example.com,2018-04-24
2019-01-20T13:41:08Z,商品N,1400,福島友也,ふくしま ともや,B市,fukushima_tomoya@example.com,2017-07-01
2019-07-08T04:17:01Z,商品A,100,平田鉄二,ひらた てつじ,D市,hirata_tetsuji@example.com,2017-06-07
2019-02-12T02:52:39Z,商品A,100,日野夏希,ひの なつき,A市,hino_natsuki@example.com,2017-05-23
2019-07-28T20:12:27Z,商品B,200,小平陽子,こひら ようこ,B市,kohira_youko@example.com,2018-01-21
2019-03-30T03:04:12Z,商品X,2400,横田遥,よこた はるか,H市,yokota_haruka@example.com,2018-02-24
2019-06-02T01:01:30Z,商品Y,2500,大山咲,おおやま さき,C市,ooyama_saki@example.com,2018-02-23
2019-07-24T09:28:21Z,商品S,1900,井川里穂,いがわ りほ,A市,igawa_riho@example.com,2017-04-13
2019-04-15T18:19:42Z,商品P,1600,進藤瞬,しんどう しゅん,A市,shinndou_shun@example.com,2017-07-04
2019-02-28T12:07:15Z,商品V,2200,小松季衣,こまつ としえ,E市,komatsu_toshie@example.com,2018-06-20
2019-01-25T19:02:43Z,商品I,900,小栗正義,おぐり まさよし,G市,oguri_masayoshi@example.com,2017-07-05
2019-04-18T15:55:40Z,商品O,1500,水野メイサ,みずの めいさ,D市,mizuno_meisa@example.com,2017-07-30
2019-06-15T10:43:33Z,商品J,1000,尾形小雁,おがた こがん,B市,ogata_kogan@example.com,2017-03-15
2019-03-27T23:49:39Z,商品J,1000,楠哲平,くすのき てっぺい,E市,kusunoki_teppei@example.com,2017-01-04
2019-07-06T07:16:37Z,商品C,300,植村遥,うえむら はるか,A市,uemura_haruka@example.com,2018-01-06
2019-06-25T08:13:20Z,商品A,100,板橋隆,いたばし たかし,B市,itabashi_takashi@example.com,2018-06-14
2019-07-31T12:53:53Z,商品U,2100,田辺光洋,たなべ みつひろ,A市,tanabe_mitsuhiro@example.com,2018-07-04
2019-03-02T19:49:48Z,商品J,1000,岩佐孝太郎,いわさ こうたろう,D市,iwasa_koutarou@example.com,2018-01-29
2019-07-23T10:46:39Z,商品M,1300,井川里穂,いがわ りほ,A市,igawa_riho@example.com,2017-04-13
2019-01-09T20:10:27Z,商品F,600,外山広司,そとやま こうじ,C市,sotoyama_kouji@example.com,2017-06-28
2019-03-16T22:28:21Z,商品B,200,東光博,ひがし みつひろ,A市,higashi_mitsuhiro@example.com,2018-02-06
2019-03-25T12:48:40Z,商品N,1400,大地礼子,おおち れいこ,E市,oochi_reiko@example.com,2017-05-09
2019-01-08T05:12:34Z,商品Q,1700,市田寿明,いちだ としあき,E市,ichida_toshiaki@example.com,2017-04-08
